-95.712891	37.09024
-0.118092	51.509865
21.824312	39.074208
-0.118092	51.509865
-0.118092	51.509865
12.56738	41.87194
10.451526	51.165691
-0.118092	51.509865
-0.118092	51.509865
12.56738	41.87194
31.053028	-17.824858
31.053028	-17.824858
21.824312	39.074208
139.839478	35.652832
12.56738	41.87194
12.56738	41.87194
-0.118092	51.509865
12.56738	41.87194
12.56738	41.87194
12.56738	41.87194
12.56738	41.87194
12.56738	41.87194
21.824312	39.074208
12.56738	41.87194
3.086472	36.737232
3.086472	36.737232
27.56667	53.9
27.56667	53.9
44.50349	40.1772
-0.118092	51.509865
-0.118092	51.509865
12.56738	41.87194
12.56738	41.87194
12.56738	41.87194
12.56738	41.87194
-3.70379	40.416775
-3.70379	40.416775
2.349014	48.864716
2.349014	48.864716
-0.118092	51.509865
133.775136	-25.274398
2.349014	48.864716
4.89707	52.377956
21.824312	39.074208
133.775136	-25.274398
133.775136	-25.274398
-0.118092	51.509865
-0.118092	51.509865
-0.118092	51.509865
-0.118092	51.509865
2.349014	48.864716
-0.118092	51.509865
21.824312	39.074208
12.56738	41.87194
12.56738	41.87194
12.56738	41.87194
12.56738	41.87194
12.56738	41.87194
12.56738	41.87194
12.56738	41.87194
127.766922	35.907757
-0.118092	51.509865
127.766922	35.907757
12.56738	41.87194
133.775136	-25.274398
133.775136	-25.274398
133.775136	-25.274398
133.775136	-25.274398
133.775136	-25.274398
133.775136	-25.274398
133.775136	-25.274398
133.775136	-25.274398
-0.118092	51.509865
133.775136	-25.274398
19.040236	47.497913
21.824312	39.074208
21.824312	39.074208
21.824312	39.074208
21.824312	39.074208
21.824312	39.074208
21.824312	39.074208
21.824312	39.074208
21.824312	39.074208
21.824312	39.074208
21.824312	39.074208
21.824312	39.074208
21.824312	39.074208
21.824312	39.074208
21.824312	39.074208
21.824312	39.074208
21.824312	39.074208
21.824312	39.074208
21.824312	39.074208
21.824312	39.074208
-0.118092	51.509865
21.824312	39.074208
86.154785	44.402393
86.154785	44.402393
86.154785	44.402393
-95.712891	37.09024
-95.712891	37.09024
127.766922	35.907757
-3.70379	40.416775
-3.70379	40.416775
-3.70379	40.416775
12.56738	41.87194
-3.70379	40.416775
-3.70379	40.416775
127.766922	35.907757
-70.673676	-33.447487
-70.673676	-33.447487
-70.673676	-33.447487
-70.673676	-33.447487
-70.673676	-33.447487
-70.673676	-33.447487
86.154785	44.402393
12.56738	41.87194
86.154785	44.402393
86.154785	44.402393
86.154785	44.402393
86.154785	44.402393
86.154785	44.402393
10.181667	36.806389
10.181667	36.806389
10.181667	36.806389
10.181667	36.806389
10.181667	36.806389
12.56738	41.87194

